step,sim_time_s,tl_phase,halt_north,halt_south,halt_east,halt_west,wait_north,wait_south,wait_east,wait_west,speed_north,speed_south,speed_east,speed_west,vehicles_in_network,agent_action,agent_action_label,phase_decision_timer
2748,2748.0,3,8,54,0,8,232.0,1297.0,0.0,191.0,0.0,0.0,27.78,5.556,1251,0,NS_green,34.0
2749,2749.0,4,8,54,0,7,240.0,1351.0,0.0,162.0,0.0,0.0,27.78,6.174,1251,0,NS_green,34.0
2750,2750.0,4,8,54,0,5,248.0,1405.0,0.0,99.0,0.0,0.0,27.78,6.442,1250,0,NS_green,34.0
2751,2751.0,4,8,54,0,3,256.0,1459.0,0.0,52.0,0.0,0.0,22.72,7.071,1250,0,NS_green,34.0
2752,2752.0,4,8,54,0,2,264.0,1513.0,0.0,8.0,0.0,0.0,23.045,7.845,1250,0,NS_green,34.0
2753,2753.0,4,8,54,0,4,272.0,1567.0,0.0,5.0,0.0,0.0,23.456,6.727,1250,0,NS_green,34.0
2754,2748.0,2,8,54,0,4,280.0,1621.0,0.0,8.0,0.0,0.0,20.689,7.076,1249,0,NS_green,0.0
2755,2755.0,0,6,53,0,5,213.0,1635.0,0.0,13.0,0.0,0.0,18.29,7.273,1248,0,NS_green,1.0
2756,2756.0,0,4,52,0,4,152.0,1649.0,0.0,13.0,3.791,0.033,18.006,5.801,1248,0,NS_green,2.0
2757,2757.0,0,3,51,0,2,120.0,1663.0,0.0,7.0,4.358,0.099,14.508,5.434,1248,0,NS_green,3.0
2758,2758.0,0,2,50,0,2,88.0,1677.0,0.0,2.0,5.294,0.084,14.214,4.812,1248,0,NS_green,4.0
2759,2759.0,0,2,49,1,3,90.0,1690.0,1.0,5.0,6.2,0.156,13.566,4.012,1248,0,NS_green,5.0
2760,2760.0,0,2,48,1,3,92.0,1704.0,2.0,7.0,6.175,0.26,13.339,3.841,1248,0,NS_green,6.0
2761,2761.0,0,2,47,2,5,94.0,1717.0,4.0,9.0,5.556,0.23,12.419,3.798,1247,0,NS_green,7.0
2762,2762.0,0,0,46,2,4,0.0,1729.0,6.0,10.0,7.607,0.354,11.998,1.899,1247,0,NS_green,8.0
2763,2763.0,0,0,45,3,5,0.0,1741.0,9.0,15.0,13.794,0.344,11.129,1.625,1247,0,NS_green,9.0
2764,2764.0,1,0,44,3,6,0.0,1752.0,12.0,21.0,12.16,0.442,11.123,1.082,1247,1,EW_green,10.0
2765,2765.0,1,1,44,3,7,1.0,1796.0,15.0,28.0,10.609,0.448,11.114,0.442,1247,1,EW_green,10.0
2766,2766.0,1,1,43,3,7,2.0,1806.0,18.0,35.0,9.854,0.46,11.113,0.112,1246,1,EW_green,10.0
2767,2767.0,1,2,42,3,7,4.0,1815.0,21.0,42.0,9.285,0.487,11.112,0.087,1246,1,EW_green,10.0
2768,2768.0,2,2,41,1,6,6.0,1823.0,6.0,42.0,8.824,0.488,11.36,6.956,1246,1,EW_green,10.0
2769,2769.0,2,2,40,0,6,8.0,1832.0,0.0,48.0,8.64,0.442,11.281,6.956,1245,1,EW_green,10.0
2770,2764.0,0,2,40,2,4,10.0,1841.0,2.0,38.0,8.748,0.426,11.163,7.295,1244,1,EW_green,0.0
2771,2771.0,2,2,40,2,4,12.0,1850.0,4.0,42.0,8.514,0.459,12.012,7.073,1243,1,EW_green,1.0
2772,2772.0,2,2,40,3,6,14.0,1859.0,7.0,48.0,12.205,0.456,11.249,6.947,1243,1,EW_green,2.0
2773,2773.0,2,2,39,3,6,16.0,1867.0,10.0,54.0,10.99,0.472,10.558,6.945,1243,1,EW_green,3.0
2774,2774.0,2,2,39,3,6,18.0,1906.0,13.0,60.0,10.196,0.476,9.806,6.945,1242,1,EW_green,4.0
2775,2775.0,2,2,40,3,6,20.0,1946.0,16.0,66.0,9.005,0.432,9.382,6.945,1240,1,EW_green,5.0
2776,2776.0,2,2,41,4,6,22.0,1987.0,20.0,72.0,7.532,0.426,9.261,6.945,1240,1,EW_green,6.0
2777,2777.0,2,2,41,4,6,24.0,2028.0,24.0,78.0,5.442,0.432,9.261,6.945,1239,1,EW_green,7.0
2778,2778.0,2,2,42,2,5,26.0,2070.0,10.0,68.0,4.26,0.393,16.541,5.59,1238,1,EW_green,8.0
2779,2779.0,2,3,42,1,5,29.0,2112.0,4.0,73.0,2.938,0.396,13.587,5.509,1238,1,EW_green,9.0
2780,2780.0,2,3,43,0,6,32.0,2155.0,0.0,79.0,1.806,0.295,14.449,6.945,1237,1,EW_green,10.0
2781,2781.0,2,3,44,0,5,35.0,2199.0,0.0,83.0,0.681,0.31,17.769,7.04,1237,1,EW_green,11.0
2782,2782.0,3,3,44,0,6,38.0,2243.0,0.0,89.0,0.117,0.231,21.887,6.945,1236,1,EW_green,0.0
2783,2783.0,2,3,45,0,5,41.0,2288.0,0.0,93.0,0.029,0.247,22.422,6.968,1234,1,EW_green,1.0
2784,2784.0,2,4,45,0,6,45.0,2333.0,0.0,99.0,0.012,0.175,22.704,6.945,1233,1,EW_green,2.0
2785,2785.0,2,4,46,0,6,49.0,2379.0,0.0,105.0,5.861,0.139,23.151,6.949,1231,1,EW_green,3.0
2786,2786.0,2,4,47,0,6,53.0,2426.0,0.0,111.0,5.68,0.076,21.66,6.945,1231,1,EW_green,4.0
2787,2787.0,2,4,48,0,6,57.0,2474.0,0.0,117.0,5.616,0.061,22.469,6.676,1229,1,EW_green,5.0
2788,2788.0,2,4,49,0,6,61.0,2523.0,0.0,123.0,4.716,0.069,25.274,6.247,1229,1,EW_green,6.0
2789,2789.0,2,4,50,0,7,65.0,2573.0,0.0,130.0,3.816,0.047,24.871,6.173,1228,1,EW_green,7.0
2790,2790.0,2,4,51,0,6,69.0,2624.0,0.0,135.0,2.916,0.034,23.96,6.196,1227,1,EW_green,8.0
2791,2791.0,2,4,51,0,7,73.0,2675.0,0.0,142.0,2.016,0.025,22.835,6.173,1227,1,EW_green,9.0
2792,2792.0,2,4,52,0,7,77.0,2727.0,0.0,149.0,1.116,0.017,27.78,4.283,1227,1,EW_green,10.0
2793,2793.0,2,4,52,0,7,81.0,2779.0,0.0,156.0,0.216,0.009,27.78,4.439,1227,1,EW_green,11.0
2794,2794.0,2,5,53,0,7,86.0,2832.0,0.0,163.0,0.0,0.005,22.821,4.614,1227,1,EW_green,12.0
2795,2795.0,2,4,54,0,7,89.0,2886.0,0.0,170.0,0.472,0.002,23.255,6.173,1226,1,EW_green,13.0
2796,2796.0,2,4,54,0,7,93.0,2940.0,0.0,177.0,0.907,0.001,23.589,6.173,1226,1,EW_green,14.0
2797,2797.0,2,4,54,0,7,97.0,2994.0,0.0,184.0,0.106,0.001,24.209,4.374,1224,1,EW_green,15.0
2798,2798.0,2,5,54,0,7,102.0,3048.0,0.0,191.0,0.006,0.001,27.78,4.626,1224,1,EW_green,16.0
2799,2799.0,2,5,54,0,7,107.0,3102.0,0.0,198.0,0.0,0.0,27.78,6.173,1223,1,EW_green,17.0
2800,2800.0,2,5,54,0,7,112.0,3156.0,0.0,205.0,0.0,0.0,27.78,6.173,1223,1,EW_green,18.0
2801,2801.0,2,5,54,0,7,117.0,3210.0,0.0,212.0,0.0,0.0,27.78,6.173,1223,1,EW_green,19.0
2802,2802.0,2,5,54,0,7,122.0,3264.0,0.0,219.0,5.49,0.0,27.78,6.173,1223,1,EW_green,20.0
2803,2803.0,2,5,54,0,7,127.0,3318.0,0.0,226.0,5.403,0.0,27.78,6.173,1223,1,EW_green,21.0
2804,2804.0,2,5,54,0,7,132.0,3372.0,0.0,233.0,4.653,0.0,27.78,6.173,1223,1,EW_green,22.0
2805,2805.0,2,5,54,0,7,137.0,3426.0,0.0,240.0,3.903,0.0,27.78,6.173,1222,1,EW_green,23.0
2806,2806.0,2,5,54,0,7,142.0,3480.0,0.0,247.0,3.153,0.0,26.641,6.173,1220,1,EW_green,24.0
2807,2807.0,2,5,54,0,7,147.0,3534.0,0.0,254.0,2.403,0.0,25.516,6.173,1220,1,EW_green,25.0
2808,2808.0,2,5,54,0,7,152.0,3588.0,0.0,261.0,1.811,0.0,24.391,5.929,1219,1,EW_green,26.0
2809,2809.0,2,5,54,0,7,157.0,3642.0,0.0,268.0,1.087,0.0,23.292,6.173,1216,1,EW_green,27.0
2810,2810.0,2,5,54,0,7,162.0,3696.0,0.0,275.0,0.402,0.0,27.78,6.173,1216,1,EW_green,28.0
2811,2811.0,2,5,54,0,7,167.0,3750.0,0.0,282.0,0.169,0.0,27.78,6.173,1215,1,EW_green,29.0
2812,2812.0,2,6,54,0,7,173.0,3804.0,0.0,289.0,3.748,0.0,27.78,6.173,1438,1,EW_green,30.0
2813,2813.0,2,6,54,0,7,179.0,3858.0,0.0,296.0,3.625,0.0,26.526,6.173,1438,1,EW_green,31.0
2814,2814.0,2,6,54,0,7,185.0,3912.0,0.0,303.0,3.718,0.0,25.814,4.631,1438,1,EW_green,32.0
2815,2815.0,2,6,54,0,7,191.0,3966.0,0.0,310.0,3.367,0.0,23.536,4.858,1438,1,EW_green,33.0
2816,2816.0,2,6,54,0,7,197.0,4020.0,0.0,317.0,2.724,0.0,21.874,6.173,1438,1,EW_green,34.0
2817,2817.0,2,6,54,0,7,203.0,4074.0,0.0,324.0,2.198,0.0,23.489,6.173,1438,1,EW_green,35.0
2818,2818.0,2,6,54,0,7,209.0,4128.0,0.0,331.0,1.577,0.0,21.955,6.173,1438,1,EW_green,36.0
2819,2819.0,2,6,54,0,7,215.0,4182.0,0.0,338.0,4.302,0.0,24.633,4.672,1438,1,EW_green,37.0
2820,2820.0,2,6,54,0,7,221.0,4236.0,0.0,345.0,3.82,0.0,23.952,4.833,1438,1,EW_green,38.0
2821,2821.0,2,6,54,0,7,227.0,4290.0,0.0,352.0,6.087,0.0,23.713,6.173,1438,1,EW_green,39.0
2822,2822.0,2,6,54,0,7,233.0,4344.0,0.0,359.0,5.515,0.0,22.19,6.173,1438,1,EW_green,40.0
2823,2823.0,2,7,54,0,7,240.0,4398.0,0.0,366.0,7.174,0.0,24.86,4.667,1438,1,EW_green,41.0
2824,2824.0,2,7,54,0,7,247.0,4452.0,0.0,373.0,6.394,0.0,23.931,4.854,1438,1,EW_green,42.0
2825,2825.0,2,7,54,0,7,254.0,4506.0,0.0,380.0,7.738,0.0,23.149,5.031,1438,1,EW_green,43.0
2826,2826.0,2,7,54,0,7,261.0,4560.0,0.0,387.0,6.592,0.0,22.181,5.188,1437,1,EW_green,44.0
2827,2827.0,2,7,54,0,7,268.0,4614.0,0.0,394.0,4.956,0.0,25.154,6.173,1436,1,EW_green,45.0
2828,2828.0,2,7,54,0,7,275.0,4668.0,0.0,401.0,3.642,0.0,24.37,5.823,1435,1,EW_green,46.0
2829,2829.0,2,7,54,0,7,282.0,4722.0,0.0,408.0,2.566,0.0,23.691,6.173,1435,1,EW_green,47.0
2830,2830.0,2,8,54,0,7,290.0,4776.0,0.0,415.0,1.845,0.0,27.78,6.173,1435,1,EW_green,48.0
2831,2831.0,3,9,54,0,7,299.0,4830.0,0.0,422.0,1.019,0.0,27.78,6.173,1435,1,EW_green,0.0
2832,2832.0,2,9,54,0,7,308.0,4884.0,0.0,429.0,0.309,0.0,27.78,6.173,1433,1,EW_green,1.0
2833,2833.0,2,10,54,0,7,318.0,4938.0,0.0,436.0,0.011,0.0,27.78,6.173,1433,1,EW_green,2.0
2834,2834.0,2,11,54,0,7,329.0,4992.0,0.0,443.0,0.004,0.0,27.78,6.173,1432,1,EW_green,3.0
2835,2835.0,2,11,54,0,7,340.0,5046.0,0.0,450.0,0.001,0.0,27.78,6.173,1432,1,EW_green,4.0
2836,2836.0,2,11,54,0,7,351.0,5100.0,0.0,457.0,0.001,0.0,26.823,6.173,1430,1,EW_green,5.0
2837,2837.0,2,11,54,0,7,362.0,5154.0,0.0,464.0,0.0,0.0,26.945,4.6,1429,1,EW_green,6.0
2838,2838.0,2,11,54,1,7,373.0,5208.0,0.0,471.0,0.0,0.0,20.56,4.821,1429,1,EW_green,7.0
2839,2839.0,2,11,54,0,7,384.0,5262.0,0.0,478.0,0.0,0.0,18.176,5.382,1429,1,EW_green,8.0
2840,2840.0,2,11,54,0,7,395.0,5316.0,0.0,485.0,0.0,0.0,17.39,5.482,1428,1,EW_green,9.0
2841,2841.0,2,11,54,0,7,406.0,5370.0,0.0,492.0,0.0,0.0,17.242,6.173,1428,1,EW_green,10.0
2842,2842.0,2,11,54,0,7,417.0,5424.0,0.0,499.0,0.0,0.0,22.548,6.173,1428,1,EW_green,11.0
2843,2843.0,2,11,54,0,7,428.0,5478.0,0.0,506.0,2.214,0.0,22.944,6.173,1428,1,EW_green,12.0
2844,2844.0,2,11,54,0,7,439.0,5532.0,0.0,513.0,4.092,0.0,23.37,6.173,1427,1,EW_green,13.0
2845,2845.0,3,11,54,0,7,450.0,5586.0,0.0,520.0,5.668,0.0,22.245,6.173,1427,1,EW_green,0.0
2846,2846.0,2,11,54,0,7,461.0,5640.0,0.0,527.0,5.266,0.0,27.78,6.173,1427,1,EW_green,1.0
2847,2847.0,2,11,54,0,7,472.0,5694.0,0.0,534.0,4.556,0.0,27.78,6.173,1427,1,EW_green,2.0
2848,2848.0,2,11,54,0,7,483.0,5748.0,0.0,541.0,5.133,0.0,27.78,6.173,1427,1,EW_green,3.0
2849,2849.0,2,11,54,0,7,494.0,5802.0,0.0,548.0,4.201,0.0,27.78,6.173,1426,1,EW_green,4.0
2850,2850.0,2,11,54,0,7,505.0,5856.0,0.0,555.0,3.159,0.0,27.78,6.173,1426,1,EW_green,5.0
2851,2851.0,2,10,54,0,7,498.0,5910.0,0.0,562.0,2.49,0.0,27.78,5.167,1424,1,EW_green,6.0
2852,2852.0,2,10,54,0,7,508.0,5964.0,0.0,569.0,1.857,0.0,27.78,5.356,1424,1,EW_green,7.0
2853,2853.0,2,10,54,0,7,518.0,6018.0,0.0,576.0,0.902,0.0,27.78,6.173,1424,1,EW_green,8.0
2854,2854.0,2,11,54,0,7,529.0,6072.0,0.0,583.0,0.562,0.0,27.78,6.173,1423,1,EW_green,9.0
2855,2855.0,2,14,54,0,7,543.0,6126.0,0.0,590.0,0.267,0.0,25.876,6.173,1422,1,EW_green,10.0
2856,2856.0,2,14,54,0,7,557.0,6180.0,0.0,597.0,0.094,0.0,24.815,6.173,1422,1,EW_green,11.0
2857,2857.0,3,15,54,0,7,572.0,6234.0,0.0,604.0,0.001,0.0,23.89,6.173,1422,0,NS_green,12.0
2858,2858.0,3,15,54,0,7,587.0,6288.0,0.0,611.0,0.0,0.0,23.124,6.173,1422,0,NS_green,12.0
2859,2859.0,4,15,54,1,6,602.0,6342.0,0.0,516.0,0.0,0.0,16.835,6.945,1422,0,NS_green,12.0
2860,2860.0,4,15,54,1,5,617.0,6396.0,1.0,422.0,0.0,0.0,17.189,7.13,1421,0,NS_green,12.0
2861,2861.0,4,15,54,1,4,632.0,6450.0,2.0,329.0,1.874,0.0,15.02,7.525,1421,0,NS_green,12.0
2862,2862.0,4,15,54,1,2,647.0,6504.0,3.0,151.0,1.868,0.0,14.546,8.804,1420,0,NS_green,12.0
2863,2857.0,2,15,54,1,2,662.0,6558.0,4.0,74.0,1.586,0.0,14.259,8.295,1420,0,NS_green,0.0
2864,2864.0,0,12,53,2,0,393.0,6517.0,5.0,0.0,1.538,0.0,7.475,8.395,1420,0,NS_green,1.0
2865,2865.0,0,9,52,1,0,201.0,6475.0,6.0,0.0,3.176,0.043,7.107,7.337,1420,0,NS_green,2.0
2866,2866.0,0,7,51,1,2,96.0,6432.0,7.0,2.0,3.248,0.107,6.558,7.522,1420,0,NS_green,3.0
2867,2867.0,0,4,50,3,2,39.0,6390.0,9.0,3.0,2.888,0.094,5.547,7.574,1420,0,NS_green,4.0
2868,2868.0,0,3,49,3,5,16.0,6347.0,12.0,8.0,2.829,0.155,6.149,6.984,1420,0,NS_green,5.0
2869,2869.0,0,3,48,3,5,7.0,6304.0,15.0,12.0,3.005,0.218,6.62,6.983,1420,0,NS_green,6.0
2870,2870.0,0,3,47,3,6,10.0,6261.0,18.0,18.0,3.136,0.231,7.315,6.947,1419,0,NS_green,7.0
2871,2871.0,0,4,47,3,6,14.0,6218.0,21.0,24.0,3.421,0.227,7.792,6.945,1419,0,NS_green,8.0
2872,2872.0,0,4,46,3,6,18.0,6175.0,24.0,30.0,5.644,0.222,7.383,6.945,1419,0,NS_green,9.0
2873,2873.0,1,5,46,3,6,23.0,6133.0,27.0,36.0,6.351,0.233,6.088,6.945,1419,1,EW_green,10.0
2874,2874.0,1,5,45,4,6,28.0,6090.0,31.0,42.0,5.384,0.25,4.955,6.945,1418,1,EW_green,10.0
2875,2875.0,1,5,45,4,4,33.0,6135.0,35.0,31.0,7.187,0.251,4.404,7.327,1418,1,EW_green,10.0
2876,2876.0,1,3,45,4,4,24.0,6091.0,39.0,35.0,6.141,0.249,5.495,7.095,1418,1,EW_green,10.0
2877,2877.0,2,2,44,4,5,22.0,6046.0,30.0,40.0,5.375,0.238,5.328,6.961,1418,1,EW_green,10.0
2878,2878.0,2,3,45,3,6,25.0,6002.0,14.0,46.0,6.819,0.26,6.632,6.967,1418,1,EW_green,10.0
2879,2873.0,0,4,43,3,6,29.0,5955.0,6.0,52.0,5.693,0.245,6.006,6.945,1417,1,EW_green,0.0
2880,2880.0,2,5,43,3,6,34.0,5910.0,6.0,58.0,4.417,0.247,2.291,6.945,1416,1,EW_green,1.0
2881,2881.0,2,7,43,3,6,41.0,5866.0,9.0,64.0,3.436,0.221,1.812,6.945,1416,1,EW_green,2.0
2882,2882.0,2,8,43,1,6,49.0,5822.0,3.0,70.0,2.802,0.248,12.048,6.945,1416,1,EW_green,3.0
2883,2883.0,2,8,44,0,6,57.0,5866.0,0.0,76.0,4.187,0.197,9.699,6.945,1415,1,EW_green,4.0
2884,2884.0,2,8,44,0,5,65.0,5910.0,0.0,67.0,3.516,0.253,11.559,7.269,1412,1,EW_green,5.0
2885,2885.0,2,8,45,0,5,73.0,5955.0,0.0,72.0,3.157,0.234,18.581,7.007,1410,1,EW_green,6.0
2886,2886.0,2,8,45,0,6,81.0,6000.0,0.0,78.0,2.46,0.207,22.576,7.271,1408,1,EW_green,7.0
2887,2887.0,2,10,46,0,5,91.0,6046.0,0.0,82.0,1.676,0.186,27.78,6.959,1408,1,EW_green,8.0
2888,2888.0,2,10,47,0,6,101.0,6093.0,0.0,88.0,1.262,0.131,22.505,6.945,1408,1,EW_green,9.0
2889,2889.0,2,10,47,0,6,111.0,6140.0,0.0,94.0,0.852,0.082,23.01,6.947,1408,1,EW_green,10.0
2890,2890.0,2,10,48,0,6,121.0,6188.0,0.0,100.0,0.451,0.066,23.381,6.945,1407,1,EW_green,11.0
2891,2891.0,2,10,48,0,6,131.0,6236.0,0.0,106.0,0.155,0.077,23.917,6.945,1407,1,EW_green,12.0
2892,2892.0,2,10,48,0,6,141.0,6284.0,0.0,112.0,0.06,0.045,27.78,6.414,1407,1,EW_green,13.0
2893,2893.0,2,10,49,0,6,151.0,6333.0,0.0,118.0,0.01,0.035,23.758,6.281,1406,1,EW_green,14.0
2894,2894.0,2,11,50,0,7,162.0,6383.0,0.0,125.0,0.003,0.023,24.358,6.173,1405,1,EW_green,15.0
2895,2895.0,2,11,52,0,7,173.0,6435.0,0.0,132.0,0.0,0.014,24.316,6.182,1402,1,EW_green,16.0
2896,2896.0,2,11,53,0,7,184.0,6488.0,0.0,139.0,0.0,0.014,26.967,6.173,1402,1,EW_green,17.0
2897,2897.0,2,11,53,0,7,195.0,6540.0,0.0,146.0,0.0,0.006,27.78,6.175,1401,1,EW_green,18.0
2898,2898.0,2,11,53,0,7,206.0,6592.0,0.0,153.0,0.0,0.005,27.78,6.173,1401,1,EW_green,19.0
2899,2899.0,2,11,54,0,7,217.0,6646.0,0.0,160.0,2.184,0.002,28.272,6.173,1401,1,EW_green,20.0
2900,2900.0,2,11,54,0,7,228.0,6700.0,0.0,167.0,3.916,0.002,28.168,6.173,1401,1,EW_green,21.0
2901,2901.0,2,11,54,0,7,239.0,6754.0,0.0,174.0,3.827,0.001,27.78,6.173,1399,1,EW_green,22.0
2902,2902.0,2,11,54,0,7,250.0,6808.0,0.0,181.0,5.054,0.001,27.78,6.173,1399,1,EW_green,23.0
2903,2903.0,2,11,54,0,7,261.0,6862.0,0.0,188.0,5.752,0.0,27.78,5.91,1396,1,EW_green,24.0
2904,2904.0,2,11,54,0,7,272.0,6916.0,0.0,195.0,5.058,0.0,27.78,6.173,1396,1,EW_green,25.0
2905,2905.0,2,11,54,0,7,283.0,6970.0,0.0,202.0,4.493,0.0,27.78,6.173,1395,1,EW_green,26.0
2906,2906.0,2,11,54,0,7,294.0,7024.0,0.0,209.0,3.418,0.0,27.78,6.173,1394,1,EW_green,27.0
2907,2907.0,2,11,54,0,7,305.0,7078.0,0.0,216.0,2.349,0.0,27.78,6.173,1394,1,EW_green,28.0
2908,2908.0,2,12,54,0,7,317.0,7132.0,0.0,223.0,1.593,0.0,27.78,6.173,1394,1,EW_green,29.0
2909,2909.0,2,12,54,0,7,329.0,7186.0,0.0,230.0,1.101,0.0,27.78,6.173,1394,1,EW_green,30.0
2910,2910.0,2,13,54,0,7,342.0,7240.0,0.0,237.0,0.493,0.0,27.78,6.173,1393,1,EW_green,31.0
2911,2911.0,2,13,54,0,7,355.0,7294.0,0.0,244.0,0.07,0.0,27.78,6.173,1393,1,EW_green,32.0
2912,2912.0,2,13,54,0,7,368.0,7348.0,0.0,251.0,0.032,0.0,27.78,6.173,1391,1,EW_green,33.0
2913,2913.0,2,13,54,0,7,381.0,7402.0,0.0,258.0,0.017,0.0,27.78,6.173,1391,1,EW_green,34.0
2914,2914.0,3,15,54,0,7,396.0,7456.0,0.0,265.0,0.002,0.0,27.78,6.173,1390,0,NS_green,0.0
2915,2915.0,0,12,51,0,7,286.0,7055.0,0.0,272.0,0.002,0.0,27.78,6.173,1390,0,NS_green,1.0
2916,2916.0,0,9,48,0,7,178.0,6653.0,0.0,279.0,0.418,0.075,27.78,6.173,1390,0,NS_green,2.0
2917,2917.0,0,6,45,0,7,87.0,6251.0,0.0,286.0,1.248,0.229,27.78,6.173,1390,0,NS_green,3.0
2918,2918.0,0,3,42,0,7,25.0,5848.0,0.0,293.0,1.266,0.186,27.78,6.173,1390,0,NS_green,4.0
2919,2919.0,0,1,39,0,7,10.0,5443.0,0.0,300.0,4.374,0.412,27.78,6.173,1390,0,NS_green,5.0
2920,2920.0,1,0,36,0,7,0.0,5035.0,0.0,307.0,5.356,0.652,27.78,6.173,1390,1,EW_green,0.0
2921,2921.0,2,0,33,0,7,0.0,4627.0,0.0,314.0,4.784,0.711,22.587,6.173,1389,1,EW_green,1.0
2922,2922.0,2,0,31,0,7,0.0,4418.0,0.0,321.0,4.132,0.65,23.099,4.79,1389,1,EW_green,2.0
2923,2923.0,2,3,29,0,7,3.0,4006.0,0.0,328.0,3.066,0.714,23.63,4.29,1389,1,EW_green,3.0
2924,2924.0,2,3,28,0,7,6.0,3594.0,0.0,335.0,2.261,0.676,24.177,6.173,1389,1,EW_green,4.0
2925,2925.0,2,6,26,0,7,12.0,3381.0,0.0,342.0,1.542,0.698,27.78,6.173,1389,1,EW_green,5.0
2926,2926.0,3,7,26,0,7,19.0,2968.0,0.0,349.0,0.9,0.672,26.14,6.173,1388,1,EW_green,0.0
2927,2927.0,2,8,25,0,7,27.0,2555.0,0.0,356.0,0.477,0.675,26.613,6.173,1386,1,EW_green,1.0
2928,2928.0,2,8,24,0,7,35.0,2343.0,0.0,363.0,0.118,0.634,27.78,6.173,1385,1,EW_green,2.0
2929,2929.0,2,9,24,0,7,44.0,1962.0,0.0,370.0,0.044,0.667,27.78,6.173,1383,1,EW_green,3.0
2930,2930.0,2,9,23,0,7,53.0,1549.0,0.0,377.0,0.016,0.663,27.78,6.173,1381,1,EW_green,4.0
2931,2931.0,2,10,24,0,7,63.0,1333.0,0.0,384.0,0.009,0.692,23.996,6.173,1380,1,EW_green,5.0
2932,2932.0,2,10,23,0,7,73.0,955.0,0.0,391.0,0.002,0.715,24.491,6.173,1380,1,EW_green,6.0
2933,2933.0,2,10,22,0,7,83.0,539.0,0.0,398.0,0.001,0.642,24.936,6.269,1380,1,EW_green,7.0
2934,2934.0,2,10,21,0,7,93.0,125.0,0.0,405.0,0.0,0.663,27.78,6.173,1379,1,EW_green,8.0
2935,2935.0,2,10,22,0,7,103.0,147.0,0.0,412.0,0.0,0.637,27.78,6.173,1379,1,EW_green,9.0
2936,2936.0,2,10,24,0,7,113.0,171.0,0.0,419.0,0.0,0.633,27.78,6.173,1377,1,EW_green,10.0
2937,2937.0,2,10,26,0,7,123.0,197.0,0.0,426.0,0.0,0.57,27.78,5.864,1377,1,EW_green,11.0
2938,2938.0,2,10,28,0,7,133.0,225.0,0.0,433.0,2.39,0.535,26.002,6.173,1377,1,EW_green,12.0
2939,2939.0,2,10,31,0,7,143.0,256.0,0.0,440.0,2.321,0.439,24.877,6.173,1377,1,EW_green,13.0
2940,2940.0,2,10,33,0,7,153.0,289.0,0.0,447.0,2.327,0.335,23.752,6.173,1376,1,EW_green,14.0
2941,2941.0,2,10,35,0,7,163.0,324.0,0.0,454.0,4.119,0.246,22.627,6.173,1375,1,EW_green,15.0
2942,2942.0,2,10,36,0,7,173.0,360.0,0.0,461.0,3.667,0.242,23.527,6.234,1374,1,EW_green,16.0
2943,2943.0,2,10,38,0,7,183.0,398.0,0.0,468.0,3.06,0.212,24.146,6.173,1372,1,EW_green,17.0
2944,2944.0,2,10,40,0,7,193.0,438.0,0.0,475.0,2.339,0.122,24.689,6.173,1372,1,EW_green,18.0
2945,2945.0,2,10,43,0,7,203.0,481.0,0.0,482.0,1.589,0.089,27.78,6.173,1372,1,EW_green,19.0
2946,2946.0,3,10,46,0,7,213.0,527.0,0.0,489.0,0.982,0.064,27.78,6.173,1372,1,EW_green,0.0
2947,2947.0,2,10,48,0,7,223.0,575.0,0.0,496.0,0.574,0.049,26.145,6.173,1372,1,EW_green,1.0
2948,2948.0,2,11,50,0,7,234.0,623.0,0.0,503.0,0.305,0.031,25.362,6.173,1371,1,EW_green,2.0
2949,2949.0,2,11,52,0,7,245.0,674.0,0.0,510.0,0.038,0.013,24.289,6.173,1371,1,EW_green,3.0
2950,2950.0,2,11,53,0,7,256.0,727.0,0.0,517.0,0.019,0.008,18.133,6.173,1371,1,EW_green,4.0
2951,2951.0,2,11,54,0,7,267.0,781.0,0.0,524.0,0.016,0.005,23.216,6.173,1370,1,EW_green,5.0
2952,2952.0,2,12,54,0,7,279.0,835.0,0.0,531.0,1.981,0.003,23.82,6.173,1370,1,EW_green,6.0
2953,2953.0,2,12,54,0,7,291.0,889.0,0.0,538.0,1.93,0.001,24.229,4.822,1370,1,EW_green,7.0
2954,2954.0,2,12,54,0,7,303.0,943.0,0.0,545.0,1.9,0.0,27.78,5.044,1370,1,EW_green,8.0
2955,2955.0,2,12,54,0,7,315.0,997.0,0.0,552.0,3.86,0.0,27.78,6.173,1370,1,EW_green,9.0
2956,2956.0,2,12,54,0,7,327.0,1051.0,0.0,559.0,3.457,0.0,27.78,5.136,1369,1,EW_green,10.0
2957,2957.0,2,12,54,0,7,339.0,1105.0,0.0,566.0,2.828,0.0,27.78,5.421,1369,1,EW_green,11.0
2958,2958.0,2,12,54,0,7,351.0,1159.0,0.0,573.0,4.043,0.0,27.78,6.173,1368,1,EW_green,12.0
2959,2959.0,2,12,54,0,7,363.0,1213.0,0.0,580.0,3.402,0.0,27.78,5.14,1368,1,EW_green,13.0
2960,2960.0,3,12,54,0,7,375.0,1267.0,0.0,587.0,2.671,0.0,27.78,5.293,1367,2,turn_green,14.0
2961,2961.0,3,12,54,0,7,387.0,1321.0,0.0,594.0,2.048,0.0,27.78,4.793,1367,2,turn_green,14.0
